"24.09.2023 13:40:44 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:51 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:51 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:52 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:52 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:52 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:52 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:52 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:52 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:53 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:53 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:53 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:53 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:53 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:53 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:54 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:54 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:54 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:54 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:54 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:55 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:55 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:55 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:55 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:55 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:56 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:56 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:57 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:57 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:57 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:57 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:57 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:57 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:57 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:57 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:58 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:58 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:58 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:58 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:58 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:59 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:59 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:59 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:59 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:48:00 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:48:00 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:48:00 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:48:00 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:48:01 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:48:01 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:48:01 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:48:01 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:48:01 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
